Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0027309;P.0027309;0698;BRIDOR USA[COMMA] INC.;P.0027309.01.097;ENG URM_RR RETRACTING SYSTEM (BETA);W.T. Peters;P.H.W.M. Albers;20250404;14;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                               93.6;110BRD;65
P.0027309;P.0027309;0704;BRIDOR USA[COMMA] INC.;P.0027309.01.098;ENG URM_AU SLIDE ALIGN WITH PRESS ROL;W.T. Peters;P.H.W.M. Albers;20250423;17;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                               22.8;110BRD;01
P.0027309;P.0027309;0711;BRIDOR USA[COMMA] INC.;P.0027309.01.099;ENG URM_AU CHANGE SET SLIDE ALIGNER;W.T. Peters;P.H.W.M. Albers;20250425;17;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                                1.9;110BRD;01
P.0027309;P.0027309;0718;BRIDOR USA[COMMA] INC.;P.0027309.01.100;ENG URM_LJ SLAT TOP CHAIN CNV L-JUNCTION;W.T. Peters;P.H.W.M. Albers;20250414;16;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                               58.5;110BRD;02
P.0027309;P.0027309;0725;BRIDOR USA[COMMA] INC.;P.0027309.01.101;ENG URM_TB SLAT TOP CHAIN CONVEYOR;W.T. Peters;P.H.W.M. Albers;20250408;15;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                               72.0;110BRD;05
P.0027309;P.0027309;0732;BRIDOR USA[COMMA] INC.;P.0027309.01.102;ENG URM_SI FLOUR SIFTER;W.T. Peters;P.H.W.M. Albers;20250425;17;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                                2.8;110BRD;61
P.0027309;P.0027309;0738;BRIDOR USA[COMMA] INC.;P.0027309.01.103;ENG URM_SI MOBILE FRAME FLOUR SIFTER;W.T. Peters;P.H.W.M. Albers;20250425;17;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                                3.6;110BRD;61
P.0027309;P.0027309;0744;BRIDOR USA[COMMA] INC.;P.0027309.01.104;ENG URM_HF SIDE FILLER FLOUR SIFTER AUTO;W.T. Peters;P.H.W.M. Albers;20250425;17;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                                1.1;110BRD;61
P.0027309;P.0027309;0750;BRIDOR USA[COMMA] INC.;P.0027309.01.105;ENG Intralox + PU conveyor;W.T. Peters;P.H.W.M. Albers;20250430;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               19.2;110BRD;01
P.0027309;P.0027309;0757;BRIDOR USA[COMMA] INC.;P.0027309.01.106;ENG URM_DR DOUGH REWORK DISCHARGE CNV BL;W.T. Peters;P.H.W.M. Albers;20250430;18;20250513;20;EN;20250513;Tuesday;Engineering;                                                                                              0.500;                                                                                               32.4;110BRD;09
P.0027309;P.0027309;0764;BRIDOR USA[COMMA] INC.;P.0027309.01.107;ENG URM_GU VARIABLE SPEED GUILLOTINE STN;W.T. Peters;P.H.W.M. Albers;20250506;19;20250513;20;EN;20250513;Tuesday;Engineering;                                                                                              0.000;                                                                                                7.2;110BRD;09
P.0027309;P.0027309;0771;BRIDOR USA[COMMA] INC.;P.0027309.01.108;ENG URM_GU CUTTING KNIFE VAR SPD GUILLOT;W.T. Peters;P.H.W.M. Albers;20250501;18;20250508;19;EN;20250508;Thursday;Engineering;                                                                                              0.000;                                                                                                2.7;110BRD;65
P.0027309;P.0027309;0777;BRIDOR USA[COMMA] INC.;P.0027309.01.109;ENG URM_DR DOUGH RETURN TROUGH CNV;W.T. Peters;P.H.W.M. Albers;20250430;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               21.5;110BRD;09
P.0027309;P.0027309;0784;BRIDOR USA[COMMA] INC.;P.0027309.01.110;ENG URM_DR DOUGH RETURN TROUGH CNV;W.T. Peters;P.H.W.M. Albers;20250428;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               32.3;110BRD;09
P.0027309;P.0027309;0791;BRIDOR USA[COMMA] INC.;P.0027309.01.111;ENG URM_DR DOUGH RETURN TROUGH CNV;W.T. Peters;P.H.W.M. Albers;20250430;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               24.4;110BRD;09
P.0027309;P.0027309;0798;BRIDOR USA[COMMA] INC.;P.0027309.01.112;ENG URM_DR DOUGH RETURN TROUGH CNV;W.T. Peters;P.H.W.M. Albers;20250430;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               24.9;110BRD;09
P.0027309;P.0027309;0805;BRIDOR USA[COMMA] INC.;P.0027309.01.113;ENG URM_DR DOUGH REWORK OSCILLATING CNV;W.T. Peters;P.H.W.M. Albers;20250428;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               30.4;110BRD;09
P.0027309;P.0027309;0812;BRIDOR USA[COMMA] INC.;P.0027309.01.114;ENG URM_DR DOUGH REWORK DISCHARGE CNV BL;W.T. Peters;P.H.W.M. Albers;20250430;18;20250509;19;EN;20250509;Friday;Engineering;                                                                                              0.000;                                                                                               16.2;110BRD;09
P.0027309;P.0027309;0819;BRIDOR USA[COMMA] INC.;P.0027309.01.115;ENG Extra specs;W.T. Peters;P.H.W.M. Albers;20250320;12;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                              110.4;110BRD;01
P.0027309;P.0027309;0826;BRIDOR USA[COMMA] INC.;P.0027309.01.116;ENG 24 months warranty;W.T. Peters;P.H.W.M. Albers;20250417;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                                0.0;110BRD;01
P.0027309;P.0027309;0833;BRIDOR USA[COMMA] INC.;P.0027309.01.117;ENG Budget UL inspection changes;W.T. Peters;P.H.W.M. Albers;20250415;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                               19.2;110BRD;01
P.0027309;P.0027309;0840;BRIDOR USA[COMMA] INC.;P.0027309.01.119;ENG Miscellaneous;W.T. Peters;P.H.W.M. Albers;20250401;14;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                               64.0;110BRD;01
P.0027309;P.0027309;0853;BRIDOR USA[COMMA] INC.;P.0027309.01.901;SR (Safety Review);W.T. Peters;P.H.W.M. Albers;20250115;03;20251003;40;SR;20251003;Friday;Safety Review;                                                                                              0.000;                                                                                                0.0;110BRD;EM
P.0027309;P.0027309;0850;BRIDOR USA[COMMA] INC.;P.0027309.01.901;Design Freeze 2;W.T. Peters;P.H.W.M. Albers;20250203;06;20250307;10;PG;20250307;Friday;Design Freeze 2;                                                                                             19.960;                                                                                               44.1;110BRD;EM
P.0027309;P.0027309;0849;BRIDOR USA[COMMA] INC.;P.0027309.01.901;Drive Scheme;W.T. Peters;P.H.W.M. Albers;20250203;06;20250207;06;DS;20250207;Friday;Drive Scheme;                                                                                              0.000;                                                                                               58.8;110BRD;EM
P.0027309;P.0027309;0848;BRIDOR USA[COMMA] INC.;P.0027309.01.901;Customer Drawing & Risk Analysis;W.T. Peters;P.H.W.M. Albers;20250203;06;20250815;33;CD;20250815;Friday;Customer Drawing & Risk Analysis;                                                                                              0.000;                                                                                               73.5;110BRD;EM
P.0027309;P.0027309;0847;BRIDOR USA[COMMA] INC.;P.0027309.01.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                             57.090;                                                                                              117.6;110BRD;EM
P.0027309;P.0027309;0854;BRIDOR USA[COMMA] INC.;P.0027309.01.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260326;13;IM;20260326;Thursday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;0855;BRIDOR USA[COMMA] INC.;P.0027309.01.902;Eng SW Development;W.T. Peters;P.H.W.M. Albers;20250131;05;20250921;38;SD;20250921;Sunday;Engineering Software;                                                                                              0.000;                                                                                              308.8;130;SD
P.0027309;P.0027309;0862;BRIDOR USA[COMMA] INC.;P.0027309.01.906;Eng SW Testing;W.T. Peters;P.H.W.M. Albers;20251006;41;20251205;49;ST;20251205;Friday;S.W. Testing;                                                                                              0.000;                                                                                              320.4;140;ST
P.0027309;P.0027309;1668;BRIDOR USA[COMMA] INC.;P.0027309.01.911;ENG URM_ME ELECTRICAL CABINET;W.T. Peters;P.H.W.M. Albers;20250410;15;20250417;16;EN;20250417;Thursday;Engineering;                                                                                              0.000;                                                                                                4.5;110BRD;6E
P.0027309;P.0027309;0875;BRIDOR USA[COMMA] INC.;P.0027309.01.912;ENG Safety PLC Testing URM_CO CONTROLS B;W.T. Peters;P.H.W.M. Albers;20251006;41;20251205;49;HT;20251205;Friday;Hardware Testing;                                                                                              0.000;                                                                                               40.5;120;CH
P.0027309;P.0027309;0873;BRIDOR USA[COMMA] INC.;P.0027309.01.912;ENG URM_CO CONTROLS BL;W.T. Peters;P.H.W.M. Albers;20250224;09;20250418;16;EN;20250418;Friday;Engineering;                                                                                              1.000;                                                                                              405.0;120;CH
P.0027309;P.0027309;0879;BRIDOR USA[COMMA] INC.;P.0027309.01.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;W.T. Peters;P.H.W.M. Albers;20250328;13;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                               93.6;110BRD;CT
P.0027309;P.0027309;1067;BRIDOR USA[COMMA] INC.;P.0027309.02.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1074;BRIDOR USA[COMMA] INC.;P.0027309.02.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250521;21;20250528;22;EN;20250528;Wednesday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1081;BRIDOR USA[COMMA] INC.;P.0027309.02.003;ENG URM_MB CHANGE SET FIRST MOULDING UNI;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.9;110BRD;02
P.0027309;P.0027309;1088;BRIDOR USA[COMMA] INC.;P.0027309.02.004;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1095;BRIDOR USA[COMMA] INC.;P.0027309.02.005;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1102;BRIDOR USA[COMMA] INC.;P.0027309.02.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.330;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1109;BRIDOR USA[COMMA] INC.;P.0027309.02.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1115;BRIDOR USA[COMMA] INC.;P.0027309.03.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1122;BRIDOR USA[COMMA] INC.;P.0027309.03.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250521;21;20250528;22;EN;20250528;Wednesday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1129;BRIDOR USA[COMMA] INC.;P.0027309.03.003;ENG URM_MB CHANGE SET FIRST MOULDING UNI;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.9;110BRD;02
P.0027309;P.0027309;1136;BRIDOR USA[COMMA] INC.;P.0027309.03.004;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1143;BRIDOR USA[COMMA] INC.;P.0027309.03.005;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1150;BRIDOR USA[COMMA] INC.;P.0027309.03.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1157;BRIDOR USA[COMMA] INC.;P.0027309.03.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1163;BRIDOR USA[COMMA] INC.;P.0027309.04.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1170;BRIDOR USA[COMMA] INC.;P.0027309.04.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1177;BRIDOR USA[COMMA] INC.;P.0027309.04.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1184;BRIDOR USA[COMMA] INC.;P.0027309.04.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1190;BRIDOR USA[COMMA] INC.;P.0027309.05.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1197;BRIDOR USA[COMMA] INC.;P.0027309.05.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1204;BRIDOR USA[COMMA] INC.;P.0027309.05.003;ENG URM_MB CHANGE SET FIRST MOULDING UNI;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.9;110BRD;02
P.0027309;P.0027309;1211;BRIDOR USA[COMMA] INC.;P.0027309.05.004;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1218;BRIDOR USA[COMMA] INC.;P.0027309.05.005;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1225;BRIDOR USA[COMMA] INC.;P.0027309.05.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1232;BRIDOR USA[COMMA] INC.;P.0027309.05.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1238;BRIDOR USA[COMMA] INC.;P.0027309.06.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1245;BRIDOR USA[COMMA] INC.;P.0027309.06.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1252;BRIDOR USA[COMMA] INC.;P.0027309.06.003;ENG URM_MB CHANGE SET FIRST MOULDING UNI;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.9;110BRD;02
P.0027309;P.0027309;1259;BRIDOR USA[COMMA] INC.;P.0027309.06.004;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1266;BRIDOR USA[COMMA] INC.;P.0027309.06.005;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1273;BRIDOR USA[COMMA] INC.;P.0027309.06.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1280;BRIDOR USA[COMMA] INC.;P.0027309.06.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1286;BRIDOR USA[COMMA] INC.;P.0027309.07.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1293;BRIDOR USA[COMMA] INC.;P.0027309.07.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1300;BRIDOR USA[COMMA] INC.;P.0027309.07.003;ENG URM_MB CHANGE SET FIRST MOULDING UNI;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.9;110BRD;02
P.0027309;P.0027309;1307;BRIDOR USA[COMMA] INC.;P.0027309.07.004;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1314;BRIDOR USA[COMMA] INC.;P.0027309.07.005;ENG URM_MB CHANGE SET GUIDING MOULDING B;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;02
P.0027309;P.0027309;1321;BRIDOR USA[COMMA] INC.;P.0027309.07.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1328;BRIDOR USA[COMMA] INC.;P.0027309.07.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1334;BRIDOR USA[COMMA] INC.;P.0027309.08.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1341;BRIDOR USA[COMMA] INC.;P.0027309.08.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1348;BRIDOR USA[COMMA] INC.;P.0027309.08.003;ENG URM_CT CUTTER;W.T. Peters;P.H.W.M. Albers;20250526;22;20250605;23;EN;20250605;Thursday;Engineering;                                                                                              0.000;                                                                                               19.0;110BRD;02
P.0027309;P.0027309;1355;BRIDOR USA[COMMA] INC.;P.0027309.08.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1362;BRIDOR USA[COMMA] INC.;P.0027309.08.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1368;BRIDOR USA[COMMA] INC.;P.0027309.09.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1375;BRIDOR USA[COMMA] INC.;P.0027309.09.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1382;BRIDOR USA[COMMA] INC.;P.0027309.09.003;ENG URM_CT CUTTER;W.T. Peters;P.H.W.M. Albers;20250526;22;20250605;23;EN;20250605;Thursday;Engineering;                                                                                              0.000;                                                                                               19.0;110BRD;02
P.0027309;P.0027309;1389;BRIDOR USA[COMMA] INC.;P.0027309.09.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1396;BRIDOR USA[COMMA] INC.;P.0027309.09.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1402;BRIDOR USA[COMMA] INC.;P.0027309.10.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1409;BRIDOR USA[COMMA] INC.;P.0027309.10.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1416;BRIDOR USA[COMMA] INC.;P.0027309.10.003;ENG URM_CT CUTTER;W.T. Peters;P.H.W.M. Albers;20250526;22;20250605;23;EN;20250605;Thursday;Engineering;                                                                                              0.000;                                                                                               19.0;110BRD;02
P.0027309;P.0027309;1423;BRIDOR USA[COMMA] INC.;P.0027309.10.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1430;BRIDOR USA[COMMA] INC.;P.0027309.10.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1436;BRIDOR USA[COMMA] INC.;P.0027309.11.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1443;BRIDOR USA[COMMA] INC.;P.0027309.11.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1450;BRIDOR USA[COMMA] INC.;P.0027309.11.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.0;110BRD;EM
P.0027309;P.0027309;1457;BRIDOR USA[COMMA] INC.;P.0027309.11.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1463;BRIDOR USA[COMMA] INC.;P.0027309.12.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1470;BRIDOR USA[COMMA] INC.;P.0027309.12.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
P.0027309;P.0027309;1477;BRIDOR USA[COMMA] INC.;P.0027309.12.901;Eng Mechanical overall;W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;EM;20260109;Friday;Engineering Mechanical;                                                                                              0.000;                                                                                                4.8;110BRD;EM
P.0027309;P.0027309;1484;BRIDOR USA[COMMA] INC.;P.0027309.12.901.001;ENG ILC ENG Mechanical (Overall);W.T. Peters;P.H.W.M. Albers;20250115;03;20260109;02;IM;20260109;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0027309;P.0027309;1490;BRIDOR USA[COMMA] INC.;P.0027309.13.001;ENG URM_RC CHANGE SET ROTARY CUTTER;W.T. Peters;P.H.W.M. Albers;20250515;20;20250522;21;EN;20250522;Thursday;Engineering;                                                                                              0.000;                                                                                                0.4;110BRD;01
P.0027309;P.0027309;1497;BRIDOR USA[COMMA] INC.;P.0027309.13.002;ENG URM_TB CHANGE SET SPREADING CNV;W.T. Peters;P.H.W.M. Albers;20250522;21;20250530;22;EN;20250530;Friday;Engineering;                                                                                              0.000;                                                                                                3.8;110BRD;01
